Designator,Mid X,Mid Y,Rotation,Layer
J14_7,194.701999,-66.7,0.0,top
J14_6,146.701999,-66.7,0.0,top
J14_5,50.701999,-66.7,0.0,top
J14_4,50.701999,-8.7,0.0,top
J14_3,98.701999,-66.7,0.0,top
J14_2,98.701999,-8.7,0.0,top
J14,146.701999,-8.7,0.0,top
J15_8,122.676999,-6.8675,0.0,top
J15_7,26.676999,-64.8675,0.0,top
J15_6,26.676999,-6.8675,0.0,top
J15_5,74.676999,-6.8675,0.0,top
J15_4,74.676999,-64.8675,0.0,top
J15_3,122.676999,-64.8675,0.0,top
J15_2,170.676999,-6.8675,0.0,top
J15,170.676999,-64.8675,0.0,top
J16_8,160.101999,-76.725,180.0,bottom
J16_7,16.101999,-18.725,180.0,bottom
J16_6,16.101999,-76.725,180.0,bottom
J16_5,160.101999,-18.725,180.0,bottom
J16_4,112.101999,-76.725,180.0,bottom
J16_3,64.101999,-18.725,180.0,bottom
J16_2,112.101999,-18.725,180.0,bottom
J16,64.101999,-76.725,180.0,bottom
J17_8,89.701999,-99.0,90.0,top
J17_7,41.701999,-99.0,90.0,top
J17_6,41.701999,-41.0,90.0,top
J17_5,185.701999,-41.0,90.0,top
J17_4,89.701999,-41.0,90.0,top
J17_3,137.701999,-41.0,90.0,top
J17_2,137.701999,-99.0,90.0,top
J17,185.701999,-99.0,90.0,top
J18_8,21.301999,-18.725,180.0,bottom
J18_7,69.301999,-18.725,180.0,bottom
J18_6,21.301999,-76.725,180.0,bottom
J18_5,165.301999,-76.725,180.0,bottom
J18_4,117.301999,-76.725,180.0,bottom
J18_3,69.301999,-76.725,180.0,bottom
J18_2,117.301999,-18.725,180.0,bottom
J18,165.301999,-18.725,180.0,bottom
J2_8,145.001999,-25.0,270.0,top
J2_7,97.001999,-83.0,270.0,top
J2_6,145.001999,-83.0,270.0,top
J2_5,97.001999,-25.0,270.0,top
J2_4,193.001999,-25.0,270.0,top
J2_3,49.001999,-25.0,270.0,top
J2_2,193.001999,-83.0,270.0,top
J2,49.001999,-83.0,270.0,top
J3_8,193.001999,-15.0,270.0,top
J3_7,145.001999,-73.0,270.0,top
J3_6,145.001999,-15.0,270.0,top
J3_5,49.001999,-73.0,270.0,top
J3_4,97.001999,-73.0,270.0,top
J3_3,193.001999,-73.0,270.0,top
J3_2,49.001999,-15.0,270.0,top
J3,97.001999,-15.0,270.0,top
J4_8,66.301999,-31.0,270.0,top
J4_7,114.301999,-31.0,270.0,top
J4_6,114.301999,-89.0,270.0,top
J4_5,18.301999,-31.0,270.0,top
J4_4,162.301999,-31.0,270.0,top
J4_3,18.301999,-89.0,270.0,top
J4_2,66.301999,-89.0,270.0,top
J4,162.301999,-89.0,270.0,top
J5_8,107.001999,-15.0,90.0,top
J5_7,11.001999,-15.0,90.0,top
J5_6,59.001999,-73.0,90.0,top
J5_5,107.001999,-73.0,90.0,top
J5_4,11.001999,-73.0,90.0,top
J5_3,155.001999,-15.0,90.0,top
J5_2,59.001999,-15.0,90.0,top
J5,155.001999,-73.0,90.0,top
J6_8,155.001999,-25.0,90.0,top
J6_7,59.001999,-83.0,90.0,top
J6_6,107.001999,-25.0,90.0,top
J6_5,155.001999,-83.0,90.0,top
J6_4,59.001999,-25.0,90.0,top
J6_3,107.001999,-83.0,90.0,top
J6_2,11.001999,-25.0,90.0,top
J6,11.001999,-83.0,90.0,top
J7_8,18.301999,-41.0,270.0,top
J7_7,114.301999,-41.0,270.0,top
J7_6,114.301999,-99.0,270.0,top
J7_5,66.301999,-41.0,270.0,top
J7_4,162.301999,-41.0,270.0,top
J7_3,162.301999,-99.0,270.0,top
J7_2,18.301999,-99.0,270.0,top
J7,66.301999,-99.0,270.0,top
J8_8,59.001999,-35.0,90.0,top
J8_7,107.001999,-93.0,90.0,top
J8_6,11.001999,-93.0,90.0,top
J8_5,155.001999,-35.0,90.0,top
J8_4,155.001999,-93.0,90.0,top
J8_3,59.001999,-93.0,90.0,top
J8_2,11.001999,-35.0,90.0,top
J8,107.001999,-35.0,90.0,top
J9_8,107.001999,-45.0,90.0,top
J9_7,155.001999,-45.0,90.0,top
J9_6,107.001999,-103.0,90.0,top
J9_5,11.001999,-45.0,90.0,top
J9_4,59.001999,-103.0,90.0,top
J9_3,155.001999,-103.0,90.0,top
J9_2,11.001999,-103.0,90.0,top
J9,59.001999,-45.0,90.0,top
L1_8,121.739499,-70.25,180.0,top
L1_7,121.739499,-12.25,180.0,top
L1_6,25.739499,-12.25,180.0,top
L1_5,25.739499,-70.25,180.0,top
L1_4,169.739499,-70.25,180.0,top
L1_3,169.739499,-12.25,180.0,top
L1_2,73.739499,-12.25,180.0,top
L1,73.739499,-70.25,180.0,top
L2_8,76.539499,-77.85,0.0,top
L2_7,172.539499,-77.85,0.0,top
L2_6,28.539499,-19.85,0.0,top
L2_5,76.539499,-19.85,0.0,top
L2_4,124.539499,-19.85,0.0,top
L2_3,28.539499,-77.85,0.0,top
L2_2,172.539499,-19.85,0.0,top
L2,124.539499,-77.85,0.0,top
Q1_8,44.001999,-5.1,270.0,top
Q1_7,44.001999,-63.1,270.0,top
Q1_6,188.001999,-5.1,270.0,top
Q1_5,140.001999,-63.1,270.0,top
Q1_4,92.001999,-5.1,270.0,top
Q1_3,92.001999,-63.1,270.0,top
Q1_2,140.001999,-5.1,270.0,top
Q1,188.001999,-63.1,270.0,top
R10_8,89.901999,-62.6,270.0,top
R10_7,137.901999,-4.6,270.0,top
R10_6,89.901999,-4.6,270.0,top
R10_5,185.901999,-4.6,270.0,top
R10_4,41.901999,-62.6,270.0,top
R10_3,185.901999,-62.6,270.0,top
R10_2,41.901999,-4.6,270.0,top
R10,137.901999,-62.6,270.0,top
R11_8,24.201999,-78.15,90.0,top
R11_7,168.201999,-20.15,90.0,top
R11_6,72.201999,-78.15,90.0,top
R11_5,120.201999,-20.15,90.0,top
R11_4,24.201999,-20.15,90.0,top
R11_3,120.201999,-78.15,90.0,top
R11_2,72.201999,-20.15,90.0,top
R11,168.201999,-78.15,90.0,top
R12_8,74.501999,-78.15,90.0,top
R12_7,122.501999,-78.15,90.0,top
R12_6,122.501999,-20.15,90.0,top
R12_5,74.501999,-20.15,90.0,top
R12_4,26.501999,-78.15,90.0,top
R12_3,26.501999,-20.15,90.0,top
R12_2,170.501999,-20.15,90.0,top
R12,170.501999,-78.15,90.0,top
R13_8,174.101999,-11.95,270.0,top
R13_7,126.101999,-11.95,270.0,top
R13_6,174.101999,-69.95,270.0,top
R13_5,30.101999,-69.95,270.0,top
R13_4,78.101999,-11.95,270.0,top
R13_3,126.101999,-69.95,270.0,top
R13_2,78.101999,-69.95,270.0,top
R13,30.101999,-11.95,270.0,top
R14_8,75.801999,-69.95,270.0,top
R14_7,171.801999,-11.95,270.0,top
R14_6,123.801999,-11.95,270.0,top
R14_5,27.801999,-11.95,270.0,top
R14_4,75.801999,-11.95,270.0,top
R14_3,27.801999,-69.95,270.0,top
R14_2,123.801999,-69.95,270.0,top
R14,171.801999,-69.95,270.0,top
R15_8,85.005707,-67.069212,180.0,top
R15_7,133.005707,-9.069212,180.0,top
R15_6,181.005707,-9.069212,180.0,top
R15_5,37.005707,-9.069212,180.0,top
R15_4,181.005707,-67.069212,180.0,top
R15_3,85.005707,-9.069212,180.0,top
R15_2,37.005707,-67.069212,180.0,top
R15,133.005707,-67.069212,180.0,top
R16_8,31.001999,-7.5,90.0,top
R16_7,175.001999,-65.5,90.0,top
R16_6,175.001999,-7.5,90.0,top
R16_5,127.001999,-7.5,90.0,top
R16_4,79.001999,-7.5,90.0,top
R16_3,31.001999,-65.5,90.0,top
R16_2,79.001999,-65.5,90.0,top
R16,127.001999,-65.5,90.0,top
R17_8,160.201999,-80.5,90.0,top
R17_7,64.201999,-80.5,90.0,top
R17_6,160.201999,-22.5,90.0,top
R17_5,112.201999,-22.5,90.0,top
R17_4,64.201999,-22.5,90.0,top
R17_3,16.201999,-22.5,90.0,top
R17_2,16.201999,-80.5,90.0,top
R17,112.201999,-80.5,90.0,top
R18_8,139.601999,-21.4,180.0,top
R18_7,43.601999,-79.4,180.0,top
R18_6,187.601999,-21.4,180.0,top
R18_5,91.601999,-21.4,180.0,top
R18_4,187.601999,-79.4,180.0,top
R18_3,43.601999,-21.4,180.0,top
R18_2,91.601999,-79.4,180.0,top
R18,139.601999,-79.4,180.0,top
R19_8,27.601999,-110.0,270.0,top
R19_7,123.601999,-110.0,270.0,top
R19_6,75.601999,-110.0,270.0,top
R19_5,75.601999,-52.0,270.0,top
R19_4,171.601999,-110.0,270.0,top
R19_3,171.601999,-52.0,270.0,top
R19_2,27.601999,-52.0,270.0,top
R19,123.601999,-52.0,270.0,top
R20_8,187.601999,-77.0,180.0,top
R20_7,43.601999,-77.0,180.0,top
R20_6,187.601999,-19.0,180.0,top
R20_5,91.601999,-19.0,180.0,top
R20_4,139.601999,-77.0,180.0,top
R20_3,139.601999,-19.0,180.0,top
R20_2,91.601999,-77.0,180.0,top
R20,43.601999,-19.0,180.0,top
R21_8,139.601999,-20.2,180.0,top
R21_7,43.601999,-20.2,180.0,top
R21_6,91.601999,-78.2,180.0,top
R21_5,187.601999,-20.2,180.0,top
R21_4,91.601999,-20.2,180.0,top
R21_3,139.601999,-78.2,180.0,top
R21_2,43.601999,-78.2,180.0,top
R21,187.601999,-78.2,180.0,top
R22_8,27.601999,-53.9,270.0,top
R22_7,171.601999,-53.9,270.0,top
R22_6,75.601999,-111.9,270.0,top
R22_5,123.601999,-53.9,270.0,top
R22_4,75.601999,-53.9,270.0,top
R22_3,123.601999,-111.9,270.0,top
R22_2,171.601999,-111.9,270.0,top
R22,27.601999,-111.9,270.0,top
R23_8,80.701999,-72.1,90.0,top
R23_7,32.701999,-14.1,90.0,top
R23_6,128.701999,-72.1,90.0,top
R23_5,128.701999,-14.1,90.0,top
R23_4,80.701999,-14.1,90.0,top
R23_3,176.701999,-72.1,90.0,top
R23_2,176.701999,-14.1,90.0,top
R23,32.701999,-72.1,90.0,top
R24_8,28.401999,-50.5,180.0,top
R24_7,172.401999,-50.5,180.0,top
R24_6,76.401999,-108.5,180.0,top
R24_5,124.401999,-50.5,180.0,top
R24_4,172.401999,-108.5,180.0,top
R24_3,124.401999,-108.5,180.0,top
R24_2,28.401999,-108.5,180.0,top
R24,76.401999,-50.5,180.0,top
R25_8,168.001999,-50.5,0.0,top
R25_7,120.001999,-50.5,0.0,top
R25_6,72.001999,-108.5,0.0,top
R25_5,24.001999,-50.5,0.0,top
R25_4,168.001999,-108.5,0.0,top
R25_3,120.001999,-108.5,0.0,top
R25_2,24.001999,-108.5,0.0,top
R25,72.001999,-50.5,0.0,top
R26_8,92.801999,-67.0,180.0,top
R26_7,140.801999,-67.0,180.0,top
R26_6,140.801999,-9.0,180.0,top
R26_5,44.801999,-67.0,180.0,top
R26_4,44.801999,-9.0,180.0,top
R26_3,188.801999,-9.0,180.0,top
R26_2,92.801999,-9.0,180.0,top
R26,188.801999,-67.0,180.0,top
R27_8,190.591999,-67.0,180.0,top
R27_7,142.591999,-67.0,180.0,top
R27_6,190.591999,-9.0,180.0,top
R27_5,142.591999,-9.0,180.0,top
R27_4,46.591999,-67.0,180.0,top
R27_3,94.591999,-67.0,180.0,top
R27_2,94.591999,-9.0,180.0,top
R27,46.591999,-9.0,180.0,top
R28_8,170.201999,-50.5,180.0,top
R28_7,26.201999,-50.5,180.0,top
R28_6,122.201999,-50.5,180.0,top
R28_5,74.201999,-108.5,180.0,top
R28_4,26.201999,-108.5,180.0,top
R28_3,122.201999,-108.5,180.0,top
R28_2,170.201999,-108.5,180.0,top
R28,74.201999,-50.5,180.0,top
R29_8,36.851089,-68.436287,270.0,top
R29_7,180.851089,-10.436287,270.0,top
R29_6,84.851089,-10.436287,270.0,top
R29_5,180.851089,-68.436287,270.0,top
R29_4,132.851089,-68.436287,270.0,top
R29_3,36.851089,-10.436287,270.0,top
R29_2,84.851089,-68.436287,270.0,top
R29,132.851089,-10.436287,270.0,top
R30_8,131.851089,-10.426287,90.0,top
R30_7,35.851089,-68.426287,90.0,top
R30_6,83.851089,-10.426287,90.0,top
R30_5,131.851089,-68.426287,90.0,top
R30_4,179.851089,-68.426287,90.0,top
R30_3,83.851089,-68.426287,90.0,top
R30_2,179.851089,-10.426287,90.0,top
R30,35.851089,-10.426287,90.0,top
R5_8,38.723536,-10.430001,90.0,top
R5_7,134.723536,-10.430001,90.0,top
R5_6,86.723536,-68.430001,90.0,top
R5_5,134.723536,-68.430001,90.0,top
R5_4,182.723536,-10.430001,90.0,top
R5_3,38.723536,-68.430001,90.0,top
R5_2,182.723536,-68.430001,90.0,top
R5,86.723536,-10.430001,90.0,top
SW1_8,181.001999,-110.5,90.0,top
SW1_7,181.001999,-52.5,90.0,top
SW1_6,37.001999,-110.5,90.0,top
SW1_5,37.001999,-52.5,90.0,top
SW1_4,133.001999,-110.5,90.0,top
SW1_3,133.001999,-52.5,90.0,top
SW1_2,85.001999,-52.5,90.0,top
SW1,85.001999,-110.5,90.0,top
SW2_8,177.501999,-110.5,90.0,top
SW2_7,81.501999,-110.5,90.0,top
SW2_6,129.501999,-52.5,90.0,top
SW2_5,33.501999,-52.5,90.0,top
SW2_4,33.501999,-110.5,90.0,top
SW2_3,129.501999,-110.5,90.0,top
SW2_2,81.501999,-52.5,90.0,top
SW2,177.501999,-52.5,90.0,top
TP1_8,190.701999,-73.0,180.0,bottom
TP1_7,94.701999,-15.0,180.0,bottom
TP1_6,46.701999,-73.0,180.0,bottom
TP1_5,142.701999,-15.0,180.0,bottom
TP1_4,94.701999,-73.0,180.0,bottom
TP1_3,142.701999,-73.0,180.0,bottom
TP1_2,46.701999,-15.0,180.0,bottom
TP1,190.701999,-15.0,180.0,bottom
TP2_8,190.701999,-12.7,180.0,bottom
TP2_7,142.701999,-12.7,180.0,bottom
TP2_6,94.701999,-70.7,180.0,bottom
TP2_5,142.701999,-70.7,180.0,bottom
